0.336493584,-0.985950993,0
-0.01104253,-0.105528562,0
0.238159509,-0.617416665,1
-0.366782883,-0.713818717,1
1.221923074,-1.039398986,0
-1.304568,0.59261847,0
-0.407809099,-0.50911051,1
0.893188942,1.182859856,0
-0.005463373,-0.589551229,1
0.406423768,0.611062235,1
-0.145506767,0.0365464,1
-0.040488788,-0.056650032,1
1.603559976,0.090813938,0
-0.60483845,-0.111340205,1
-0.534401237,-1.048757792,0
0.977706756,-1.352817933,1
-0.422036925,-0.274418974,0
1.690513447,-0.929766839,0
0.655534595,-0.244533046,1
0.384609916,-0.334328466,1
-0.109341027,0.273694976,1
-1.287100218,-0.406756443,0
0.435217566,-0.192221317,1
0.055520801,1.024011876,0
1.508821706,-0.799489053,0
0.759323066,0.775189603,1
0.967078497,-0.707726242,0
-0.023130177,1.340602023,0
-0.274591143,-0.549682228,1
-1.208074908,-1.413853426,0
0.38125908,-0.852947496,1
0.404870623,-0.385646431,1
0.017313593,0.787433468,1
-0.650474497,0.377281548,1
-0.175095704,0.557524657,1
0.090747013,0.146764389,1
-0.234063354,-1.142827287,0
-0.023240502,0.032925107,1
-0.981778533,-0.614024199,0
0.863118366,0.62645259,0
-0.494201528,-1.245862718,0
0.560657441,0.960463848,0
0.51753246,-1.015620433,0
-1.076747785,1.641106489,0
-0.402951468,1.743952838,0
1.262501285,-0.088045658,0
-1.135546047,0.69127408,0
-1.881540708,0.579520023,0
1.619493739,-1.168153668,1
-0.167382069,0.31814098,0
-0.73151597,-0.626052632,1
0.149620521,1.240005744,0
1.167200844,0.52158075,0
-0.436063304,0.043680311,1
-0.827638903,0.275166404,1
1.369531075,0.971233523,0
0.690612759,-1.278046246,0
1.269866884,0.575808793,0
0.208866021,-0.146742455,1
-0.437203223,0.521165071,1
-0.378363762,-0.076978015,1
-0.423820115,-0.83613721,1
-0.560756181,-0.410377754,1
0.336052961,-0.224802048,1
-1.335430725,-0.990358481,0
-0.0289734,0.441010128,1
-1.319390642,-0.377647099,0
-0.808411081,1.228379039,0
1.359959439,1.121618708,0
-0.872069364,-0.252522726,1
-1.888875175,0.144098536,0
1.608458227,-0.774759254,0
-0.35863991,0.7843052,1
0.520332593,-0.621854007,1
0.306204274,0.254480897,1
-1.510729394,0.00594705,0
0.956067338,-0.533023016,0
0.288866739,-0.725155662,1
0.403468554,-1.759457708,0
0.085941569,-0.958846823,1
0.381957047,0.012414372,1
0.336004017,-0.259620738,1
1.028696397,-0.785051442,0
0.279139768,0.148068778,1
-0.700587484,0.118422441,1
-0.474343136,-0.16254876,1
-1.295815265,0.755926314,0
0.140673268,-1.602643762,0
0.328196143,0.444738576,1
-0.940761503,-1.004376735,0
0.417765482,1.114233589,1
-0.802874872,-1.277903469,1
-0.596842012,0.593623894,0
-0.112331263,0.174318514,0
-1.457533251,-1.306790504,1
1.63561447,0.273942963,1
0.113120402,0.020465146,0
0.753405102,0.193830122,0
-0.538129041,-0.000723036,0
-0.181058442,0.002668718,1
